"zip_id","week","exp_bin","meantemp","resp_count"
151,8,0,17.3942857857143,3
151,9,0,15.8478571714286,0
151,10,0,15.3707144214286,0
151,11,0,15.4892854428571,0
151,12,0,18.2271427785714,0
151,13,0,20.0128570142857,1
151,14,0,19.5100000214286,0
151,15,0,16.0064284714286,2
151,16,0,14.4214284571429,0
151,17,0,16.8799999285714,0
151,18,0,13.9049998571429,0
151,19,0,13.3885715785714,1
151,20,0,13.8642859928571,0
151,21,0,16.7592857857143,0
151,22,0,14.2999997214286,1
177,1,0,16.3342855285714,0
177,2,0,20.6585712857143,1
177,3,0,19.1828572357143,0
177,4,0,17.70214295,0
177,5,0,20.7442855,0
177,6,0,19.0728570714286,0
177,7,0,19.4714282857143,1
177,8,0,19.8892856428571,0
177,9,0,20.4207144857143,0
177,10,0,18.4550000928571,0
177,11,0,18.6235714285714,1
177,12,0,21.1899997857143,0
177,13,0,23.9021427142857,1
177,14,0,21.4192855714286,0
177,15,0,18.2014283428571,1
177,16,0,16.9478571714286,2
177,17,0,17.6557143785714,0
177,18,0,15.0578571214286,1
177,19,0,14.9978570143571,1
177,20,0,14.632857,1
177,21,0,15.5914285285714,0
177,22,0,14.2149999857143,0
190,1,0,16.9242857142857,1
190,2,0,20.8550000357143,0
190,3,0,19.3049998071429,0
190,4,0,18.5628570428571,1
190,5,0,20.6607142285714,0
190,6,0,19.4785712142857,0
190,7,0,20.3057142857143,0
190,8,0,20.3728570714286,0
190,9,0,20.84,0
190,10,0,19.0528572857143,1
190,11,0,18.5557142857143,0
190,12,0,21.372857,0
190,13,0,23.5707143571429,2
190,14,0,21.8557142857143,0
190,15,0,18.9535712857143,0
190,16,0,17.8064285,1
190,17,0,18.1728570571429,0
190,18,0,15.9999999785714,0
190,19,0,15.2264287857143,0
190,20,0,14.7342856357143,1
190,21,0,16.6778571785714,0
190,22,0,15.3071429928571,0
248,1,0,17.5192855928571,0
248,2,0,24.1564284285714,0
248,3,0,21.7007142857143,0
248,4,0,21.4685715,0
248,5,0,24.3764289285714,0
248,6,0,20.7928571214286,0
248,7,0,21.2400002142857,0
248,8,0,23.1600000714286,0
248,9,0,25.3385714285714,1
248,10,0,20.5242855571429,0
248,11,0,22.1285712857143,0
248,12,0,24.1871432142857,0
248,13,0,26.0771432857143,0
248,14,0,24.761429,0
248,15,0,19.1928567857143,0
248,16,0,16.44571435,0
248,17,0,18.1385716642857,0
248,18,0,15.5799999857143,0
248,19,0,14.8242857642857,0
248,20,0,12.7471427142857,0
248,21,0,17.1964285785714,0
248,22,0,15.8607141571429,0
468,1,0,19.5399999285714,0
468,2,0,25.1307142142857,0
468,3,0,23.0764286428571,0
468,4,0,22.975,0
468,5,0,25.6050004285714,0
468,6,0,23.1214285714286,0
468,7,0,23.2071428571429,0
468,8,0,24.7728575,0
468,9,0,25.2335717142857,0
468,10,0,22.1357142857143,0
468,11,0,23.2757141428571,0
468,12,0,25.5200004285714,0
468,13,0,26.7657145,0
468,14,0,25.4428572857143,0
468,15,0,21.2528570714286,0
468,16,0,18.7321427071429,0
468,17,0,18.9599998928571,0
468,18,0,17.0649997785714,0
468,19,0,15.5692856,0
468,20,0,15.8228571285714,0
468,21,0,17.3507145214286,0
468,22,0,16.9207141571429,0
497,1,0,15.0392859071429,1
497,2,0,20.4407143714286,1
497,3,0,20.3814286214286,0
497,4,0,19.31714295,1
497,5,0,22.3835717142857,0
497,6,0,21.3614284285714,1
497,7,0,19.4785715142857,1
497,8,0,22.0249997142857,0
497,9,0,23.6614287857143,1
497,10,0,19.8007146285714,2
497,11,0,20.8335715,0
497,12,0,21.3585716428571,0
497,13,0,24.4792857857143,0
497,14,0,21.909286,0
497,15,0,18.61857145,2
497,16,0,13.5957143357143,0
497,17,0,13.6928571714286,2
497,18,0,11.9864286142857,1
497,19,0,10.7521427070714,1
497,20,0,10.4599999857143,2
497,21,0,13.7235713357143,2
497,22,0,13.3507142785714,3
502,1,0,18.8399999357143,0
502,2,0,25.1657138571429,0
502,3,0,24.5814285,0
502,4,0,23.6835713571429,0
502,5,0,27.0828572142857,0
502,6,0,24.9207146428571,0
502,7,0,23.1135711428571,0
502,8,0,26.5307140714286,1
502,9,0,27.7499997857143,0
502,10,0,23.645714,0
502,11,0,25.0178572857143,0
502,12,0,25.6250001428571,0
502,13,0,29.2399996428571,1
502,14,0,26.6107142142857,2
502,15,0,22.9971429285714,0
502,16,0,17.8292858428571,0
502,17,0,17.8528572142857,0
502,18,0,15.5342858714286,0
502,19,0,14.5685712857143,2
502,20,0,13.8157142357143,0
502,21,0,17.7335714357143,0
502,22,0,17.5264285928571,3
511,1,0,20.4428571428571,0
511,2,0,25.6928573571429,0
511,3,0,24.465,0
511,4,0,24.0350001428571,0
511,5,0,25.5935710714286,0
511,6,0,24.7964285,0
511,7,0,23.9335715714286,0
511,8,0,24.9371427857143,0
511,9,0,25.36,0
511,10,0,22.6514287142857,0
511,11,0,23.6592850714286,0
511,12,0,25.8685715714286,0
511,13,0,27.1828571428571,0
511,14,0,26.6964284285714,1
511,15,0,22.6357144285714,0
511,16,0,19.2585716428571,0
511,17,0,19.3414285285714,0
511,18,0,17.6928572214286,0
511,19,0,16.4357143214286,0
511,20,0,15.34642865,0
511,21,0,17.7835713285714,0
511,22,0,17.1685714571429,0
549,1,0,21.4899997142857,8
549,2,0,25.805714,5
549,3,0,26.2121425,10
549,4,0,24.8378566428571,7
549,5,0,25.9528571428571,13
549,6,0,26.1235713571429,7
549,7,0,24.5678571428571,6
549,8,0,24.7307142857143,4
549,9,0,27.6057142142857,9
549,10,0,24.3385711428571,7
549,11,0,25.1557141428571,7
549,12,0,26.4314285714286,5
549,13,0,28.4671429285714,7
549,14,0,26.4142857857143,6
549,15,0,23.1335714285714,5
549,16,0,18.9314285714286,8
549,17,0,19.0971427142857,6
549,18,0,15.84428565,8
549,19,0,15.6692857142857,3
549,20,0,15.3364286714286,9
549,21,0,17.47857145,4
549,22,0,16.8142858428571,3
621,1,1,17.0392857714286,5
621,2,1,19.5571427857143,0
621,3,1,19.5535715357143,1
621,4,1,20.8864286428571,0
621,5,1,23.0657142857143,2
621,6,1,21.8785713571429,1
621,7,1,21.4121425,0
621,8,1,23.9985715,0
621,9,1,23.3721429285714,1
621,10,1,22.5764287857143,1
621,11,1,24.0257143571429,2
621,12,1,24.5007143571429,1
621,13,1,24.5549999285714,0
621,14,1,26.8742855714286,1
621,15,1,22.6535713571429,1
621,16,1,19.4642857142857,1
621,17,1,19.51857155,1
621,18,1,21.1307142857143,2
621,19,1,19.17714295,1
621,20,1,18.6392857142857,0
621,21,1,22.5385713571429,2
621,22,1,19.8064285785714,2
736,1,1,20.0485711428571,6
736,2,1,21.5778570714286,3
736,3,1,22.435,6
736,4,1,22.9071429285714,7
736,5,1,25.0021428571429,7
736,6,1,23.9292855,9
736,7,1,24.1685712857143,5
736,8,1,25.7014283571429,5
736,9,1,24.7207143571429,7
736,10,1,23.1357143571429,3
736,11,1,25.1714287142857,1
736,12,1,25.0935711428571,7
736,13,1,25.2828572857143,3
736,14,1,28.2907141428571,6
736,15,1,23.4964286428571,5
736,16,1,20.9907143571429,5
736,17,1,21.170714,4
736,18,1,21.6442856428571,8
736,19,1,20.2171427142857,2
736,20,1,19.1050002142857,1
736,21,1,25.3199997857143,10
736,22,1,20.9,4
